ID,updated_at,Vendor,Title,Type,Variant Price,Variant Compare Price,Variant Barcode,custom.mini_description,custom.moyenne_description,custom.utilisation,custom.taille,custom.ingredients,custom.routine,custom.info_bestseller,custom.info_cruelty_free,custom.info_vegan,custom.info_clean_beauty,custom.tout_type,custom.peau_grasse,custom.peau_mature,custom.peau_seche,custom.peau_sensible,custom.peau_acneique,custom.periode_mois,custom.texte_recyclage,Product ID,Variant ID
9717159625045.0,2025-06-14T14:40:34+02:00,SKINFOOD,Food mask - Lavender,P,17.9,,8809153102027,"Masque qui hydrate et apaise la peau, la laissant douce","Le SKINFOOD Lavender Food Mask hydrate, apaise et calme les irritations de la peau tout en offrant un moment de relaxation grâce à l'eau florale de lavande.","Tout d'abord, appliquez une couche de SKINFOOD Food Mask sur la peau préalablement nettoyée de tout le visage ou sur des zones spécifiques nécessitant plus d'hydratation ou d'apaisement. Evitez le contour des yeux et de la bouche. Laissez agir 5 à 10 minutes. Enfin, rincez abondamment le produit afin d'éliminer complètement le produit de la peau, en utilisant de l'eau tiède. Pour un effet rafraîchissant supplémentaire pour la peau, vous pouvez conserver le masque au réfrigérateur avant l'application.",120 gr,"WATER, GLYCERIN, LAVANDULA ANGUSTIFOLIA (LAVENDER) FLOWER WATER, BUTYLENE GLYCOL, PANTHENOL, C12-14 PARETH-12, PORTULACA OLERACEA EXTRACT, LAVANDULA ANGUSTIFOLIA (LAVENDER) FLOWER, LACTOBACILLUS/HIBISCUS SABDARIFFA FLOWER FERMENT FILTRATE, PEUCEDANUM GRAVEOLENS (DILL) EXTRACT, CARBOMER, SODIUM HYALURONATE, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, GLYCERYL ACRYLATE/ACRYLIC ACID COPOLYMER, TROMETHAMINE, SODIUM PHYTATE, 1,2-HEXANEDIOL, ETHYLHEXYLGLYCERIN, CI 17200, CI 42090, FRAGRANCE",5,,,,,True,,,,,,,,,
9717162017109.0,2025-06-14T16:25:40+02:00,BEAUTY OF JOSEON,Dynasty Cream 50 ml,P,24.9,,8809525249565,Crème hydratante et nourrissante avec effet lumineux,"La Dynasty Cream de Beauty of Joseon, enrichie en eau de son de riz et en racine de ginseng, hydrate, régule le sébum et illumine la peau, lui offrant un fini radieux et naturel.",Appliquez une quantité généreuse de crème sur votre visage lors de la dernière étape de votre routine. Massez légèrement avec les doigts pour faciliter son absorption.,50 ml,"Aqua, Glycerin, Hydrogenated Polydecene, 1,2-Hexanediol, Niacinamide, Squalane, Butylene Glycol, Propanediol, Butylene Glycol Dicaprylate/Dicaprate, Cetearyl Olivate, Sorbitan Olivate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Xanthan Gum, Panax Ginseng Root Water, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Acrylate/Acrylic Acid Copolymer, Tromethamine, Carthamus Tinctorius Seed Oil, Hydrogenated Coconut Oil, Oryza Sativa Bran Water, Ethylhexylglycerin, Adenosine, Caprylic/Capric Triglyceride, Disodium EDTA, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Honey Extract, Ceramide NP, Hydrogenated Lecithin, Coptis Japonica Root Extract, Raphanus Sativus Seed Extract, Lycium Chinense Fruit Extract, Theobroma Cacao Seed Extract, Phellinus Linteus Extract, Dextrin, Scutellaria Baicalensis Root Extract",9,True,,,True,True,,,,,,,,,
9738539336021.0,2025-06-14T16:58:06+02:00,MARY & MAY,Rose Hyaluronic Hydra Wash Off Mask Mini,P,11.9,,8809670681869,Masque nuit,"Le produit apaise intensément, adoucit la peau irritée, a un effet rajeunissant, augmente l’élasticité et l’élasticité et améliore également les processus de régénération de la peau.","Appliquer une couche épaisse sur un visage propre et sec, puis masser délicatement.

Rincer à l’eau tiède après 10 à 15 minutes.",30 ml,"Water, Diglycerin, Glycerin, Kaolin, Bentonite, Propanediol, Zea Mays (Corn) Starch, 1,2-Hexanediol, Rosa Damascena Flower Water, Panthenol, Rosa Gallica Flower Powder, Xanthan Gum, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyisobutene, Betaine, Butylene Glycol, Fragrance, Ethylhexylglycerin, Dipropylene Glycol, Iron Oxides(Ci 77491), Disodium Edta, Caprylyl/Capryl Glucoside, Sorbitan Oleate, Allantoin, Hydrogenated Lecithin, Centella Asiatica Extract, Ficus Carica (Fig) Fruit Extract, Ceramide Np, Sodium Hyaluronate, Tocopherol, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate",5,,True,True,True,,,,,,,,,,
9777812111701.0,2025-06-14T17:11:44+02:00,TIRTIR,Mask Fit Red Cushion - 33C Hazel,M,29.9,,8809928134895,Fond de teint coussin combinant maquillage et soin de la peau,"Le TIRTIR Mask Fit Red Cushion est donc une excellente option pour celles qui recherchent un fond de teint qui allie maquillage impeccable et soins nourrissants, tout en offrant un fini naturel et lumineux.","Tapotez légèrement l’éponge dans le cushion pour prélever une petite quantité de produit.
Appliquez en tapotant sur votre visage, en commençant par le centre et en étendant vers l’extérieur.
Superposez les couches si vous avez besoin de plus de couvrance ou de camoufler certaines imperfections.",,"Water, Cyclopentasiloxane, Titanium Dioxide (CI 77891), Dimethicone, Trimethylsiloxysilicate, Propanediol, Iron Oxides (CI 77492), Diphenylsiloxy Phenyl Trimethicone, Niacinamide, PEG-10 Dimethicone, Synthetic Fluorphlogopite, PEG/PPG-18/18 Dimethicone, Iron Oxides (CI 77491), 1,2-Hexanediol, Isododecane, Magnesium Sulfate, Iron Oxides (CI 77499), Triethoxycaprylylsilane, Aluminum Hydroxide, Stearic Acid, Alumina, Potassium Sorbate, Octyldodecanol, Disteardimonium Hectorite, Fragrance(Parfum), Adenosine, Trisodium Ethylenediamine Disuccinate, Polyglyceryl-4 Isostearate, Isopropyl Titanium Triisostearate, Polymethyl Methacrylate, Haematococcus Pluvialis Oil, Butylene Glycol, Glycerin, Dipropylene Glycol, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Sodium Palmitoyl Proline, Cetearyl Dimethicone/Vinyl Dimethicone Crosspolymer, Polyhydroxystearic Acid, Hibiscus Sabdariffa Flower Extract, Astaxanthin, Neopentyl Glycol Diethylhexanoate, Rosa Rugosa Flower Extract, Pancratium Maritimum Extract, Nymphaea Alba Flower Extract, Propolis Extract",,,,,,True,,,,,,,,,
9738538811733.0,2025-06-14T18:36:20+02:00,APIEU,Juicy-Pang Water Blusher #PK02 Raspberry,M,8.9,,8809530077887,Blush liquide,"Le Juicy Pang Water Blusher est parfait pour celles qui recherchent un teint frais et rosé avec un fini naturel et lumineux. Sa texture légère, sa facilité d'application et sa pigmentation en font un must-have pour un maquillage rapide et facile.",Bien agiter avant utilisation. Appliquer une quantité modérée sur les joues à l’aide de l’applicateur fourni. Bien estomper avec le bout des doigts ou une éponge de maquillage.,,"Water, Cyclopentasiloxane, Alcohol Denat., Butylene Glycol, Cetyl Ethylhexanoate, Methyl Trimethicone, Talc, Glycerin, Pentylene Glycol, PEG-10 Dimethicone, Triethylhexanoin, Synthetic Fluorphlogopite, Prunus Avium (Sweet Cherry) Fruit Extract, Rosa Damascena (Rose) Flower Water, Ficus Carica (Fig) Fruit Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Camellia Oleifera (Tea-Oil Camellia) Seed Oil, Nigella Sativa (Black Cumin) Seed Oil, Punica Granatum (Pomegranate) Seed Oil, Rosa Canina (Dog Rose) Fruit Oil, Vitis Vinifera (Grape) Fruit Extract, Prunus Armeniaca (Apricot) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Fragaria Ananassa (Strawberry) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Methyl Methacrylate Crosspolymer, Polypropylsilsesquioxane, Trimethylsiloxysilicate, Magnesium Sulfate, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Dimethicone, Dimethicone Crosspolymer, Triethoxycaprylylsilane, Ethylhexylglycerin, 1,2-Hexanediol, Caprylyl Glycol, Octanediol, Disodium EDTA, Phenoxyethanol, Fragrance, Titanium Dioxide (CI 77891), Helindone Pink CN (CI 73360), Ultramarines (CI 77007), Yellow Iron Oxide (CI 77492)",,,True,,,,,,,,,,,,
9717160083797.0,2025-06-15T01:20:50+02:00,HOUSE OF DOHWA,Peach Blossom Overnight Mask,P,29.9,,8809631801404,Masque de nuit nourrissant parfum pêche,"Le Peach Blossom Overnight Mask est une solution idéale pour revitaliser votre peau pendant la nuit. Offrant une texture légère mais nourrissante et des bienfaits apaisants, il laisse votre peau éclatante et équilibrée au réveil. ","Pour des résultats optimaux, utilisez-le en dernière étape de votre routine du soir. Appliquez une couche uniforme sur la peau propre du visage et du cou. Laissez-le agir toute la nuit, puis rincez-le le matin pendant votre routine de jour.",50 ml,"Aqua, Butylene Glycol, Phenyl Trimethicone, Glycerin, 1, 2-Hexanediol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Carbomer, Chlorella Vulgaris Extract, Glucose, Tromethamine, Caprylyl Glycol, Fructooligosaccharides, Fructose, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Oryza Sativa (Rice) Extract, Disodium EDTA, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Limonene, Linalool, Ethylhexylglycerin, Lavandula Angustifolia (Lavender) Oil, Cyanocobalamin, Prunus Persica (Peach) Flower Extract, Lilium Candidum Flower Extract, Prunus Persica (Peach) Fruit Extract, Methylpropanediol, Paeonia Albiflora Root Extract, Magnolia Liliflora Flower Extract, Bifida Ferment Extract",5,,,True,,True,,,,,,,,,
9717155692885.0,2025-06-15T01:42:26+02:00,ONDO BEAUTY,Calamine & Oatmeal Soothing Cleansing Bar,P,14.9,,8437016160190,Nettoyant solide doux pour les peaux sensibles,"Un pain dermatologique à l’avoine et à la calamine pour nettoyer, hydrater et apaiser la peau du visage et du corps. Idéal pour les peaux sèches et/ou sensibles.","Humidifiez le savon surgras, faites-le mousser, puis massez doucement la mousse sur votre visage ou votre corps pour nettoyer et exfolier légèrement la peau avant de rincer.

",70 gr,"Sodium Cocoyl Isethionate, Zea Mays (Corn) Starch, Glycerin, Aqua (Water/Eau), Coconut Acid, Coco-Betaine, Sodium Isethionate, Citric Acid, Calamine, Avena Sativa (Oat) Kernel Meal, Camellia Japonica Seed Oil, Vitis Vinifera (Grape) Seed Oil, Centella Asiatica Extract, Sodium Chloride, Butylene Glycol, 1,2-Hexanediol. ​
",2,,,True,,,,,True,True,,,,,
9738539467093.0,2025-06-15T01:46:20+02:00,CLIO,Kill Lash Superproof Mascara #01 Long Curling,M,18.9,,8809598299719,Mascara Waterproof recourbant les cils,"Un mascara super résistant qui allonge et définit les cils pour un look intense et durable.

","Appliquer délicatement le mascara sur les cils à l’aide de la brosse, des racines jusqu’aux pointes, en effectuant des mouvements en zigzag.",,"Isododecane, Trimethylsiloxysilicate, Talc, Ceresin, Dextrin Palmitate, Microcrystalline Wax, Disteadimonium Hectorite, Black Iron Oxide (CI 77499), Polypropylsilsesquioxane, Propylene Carbonate, Silica, Candida Bombicola/Glucose/Methyl Rapeseedate Ferment, Argania Spinosa Kernel Oil, Camellia Sinensis Seed Oil, Olea Europaea (Olive) Fruit Oil, Hydrolyzed Collagen, Lactobacillus/Bean Extract Fermentat Filtrate, Dextrin Palmitate/Ethylhexanoate, Hydrogenated Polyisobutene, Nylon-66, Triethoxycaprylylsilane, Glyceryl Caprylate, Purified Water, Dipropylene Glycol, 1,2-Hexanediol, Titanium Dioxide (CI 77891)",,,,,,True,,,,,,,,,
9732486398293.0,2025-06-15T01:50:04+02:00,BEAUTY OF JOSEON,Relief Sun : Rice + Probiotics SPF50+ Mini,P,5.9,,8809875902578,Crème solaire apaisante,"La Crème Solaire Apaisante Relief Sun Rice & Probiotics SPF50+ protège la peau des UVA, UVB et de la lumière bleue tout en hydrater et donnant un teint lumineux grâce à l'extrait de riz et aux céréales fermentées.","À la dernière étape de votre routine de soins, appliquez uniformément une quantité généreuse sur les zones exposées au soleil.
Pour les peaux sèches et mixtes, il est recommandé d'appliquer une crème hydratante en dessous.
Pour les peaux grasses, une crème hydratante supplémentaire n'est pas nécessaire.
Réappliquez toutes les 2 à 3 heures pour une protection optimale.",10 ml,"AQUA, DIBUTYL ADIPATE, PROPANEDIOL, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, POLYMETHYLSILSESQUIOXANE, ETHYLHEXYL TRIAZONE, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL (NANO), NIACINAMIDE, COCO-CAPRYLATE/CAPRATE, CAPRYLYL METHICONE, DIETHYLHEXYL BUTAMIDO TRIAZONE, GLYCERIN, 1,2-HEXANEDIOL, BUTYLENE GLYCOL, PENTYLENE GLYCOL, BEHENYL ALCOHOL, POLY C10-30 ALKYL ACRYLATE, POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE, DECYL GLUCOSIDE, ORIZA SATIVA EXTRACT, TROMETHAMINE, CARBOMER, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, SODIUM STEAROYL GLUTAMATE, POLYACRYLATE CROSSPOLYMER-6, ETHYLHEXYLGLYCERIN, ADENOSINE, XANTHAN GUM, T-BUTYL ALCOHOL, TOCOPHEROL, ORYZA SATIVA GERM EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, ASPERGILLUS FERMENT, BACILLUS/SOYBEAN FERMENT EXTRACT, COCOS NUCIFERA FRUIT EXTRACT, LACTOBACILLUS/PUMPKIN FERMENT EXTRACT, MACROCYSTIS PYRIFERA EXTRACT, MONASCUS/RICE FERMENT, PANAX GINSENG ROOT EXTRACT, SACCHAROMYCES/RICE FERMENT FILTRATE, SACCHARUM OFFICINARUM EXTRACT",10,,,,,True,,,,True,,,,,
9723556331861.0,2025-06-15T02:08:23+02:00,ETUDE,Glow Fixing Tint #05 Mauvement,M,14.9,,8809820694008,Fard à lèvres,"Découvrez ce fard à lèvres innovant qui fusionne les avantages d'une teinture à lèvres longue tenue avec l'éclat d'un gloss. Sa formule unique offre une couleur vive et durable qui résiste aux transferts et aux frottements, laissant vos lèvres fraîches et éclatantes toute la journée. ",Appliquez 2 à 3 couches pour une brillance qui dure réellement longtemps.,,"WATER / AQUA / EAU, TRIMETHYLSILOXYPHENYL DIMETHICONE, OCTYLDODECANOL, BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, POLYAMIDE-8, DIISOSTEARYL MALATE, POLYSORBATE 60, BUTYLENE GLYCOL, CETYL ALCOHOL, GLYCERIN, SORBITAN SESQUIOLEATE, ALCOHOL DENAT., HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, COCO-CAPRYLATE/CAPRATE, 1,2-HEXANEDIOL, CASTOR OIL/IPDI COPOLYMER, CAPRYLYL GLYCOL, CAPRYLIC/CAPRIC/SUCCINIC TRIGLYCERIDE, TITANIUM DIOXIDE (CI 77891), ETHYLHEXYLGLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, YELLOW 6 (CI 15985), SORBITAN ISOSTEARATE, TOCOPHEROL, RED 33 (CI 17200), DEHYDROACETIC ACID, SODIUM PHYTATE, POLYACRYLATE-13, FRAGRANCE / PARFUM, POLYISOBUTENE, HYDROLYZED HYALURONIC ACID, BLUE 1 (CI 42090), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, POLYSORBATE 20, RUBUS IDAEUS (RASPBERRY) LEAF EXTRACT",,,,True,,,,,,,,,,,
9717167227221.0,2025-06-15T02:45:26+02:00,TIRTIR,Mask Fit Red Cushion - 43N Deep Cocoa,M,29.9,,8809928134932,Fond de teint coussin combinant maquillage et soin de la peau,"Le TIRTIR Mask Fit Red Cushion est donc une excellente option pour celles qui recherchent un fond de teint qui allie maquillage impeccable et soins nourrissants, tout en offrant un fini naturel et lumineux.","Tapotez légèrement l’éponge dans le cushion pour prélever une petite quantité de produit.
Appliquez en tapotant sur votre visage, en commençant par le centre et en étendant vers l’extérieur.
Superposez les couches si vous avez besoin de plus de couvrance ou de camoufler certaines imperfections.",,"Water, Cyclopentasiloxane, Iron Oxides (CI 77492), Titanium Dioxide (CI 77891), Dimethicone, Trimethylsiloxysilicate, Propanediol, Iron Oxides (CI 77491), Synthetic Fluorphlogopite, Iron Oxides (CI 77499), Diphenylsiloxy Phenyl Trimethicone, Niacinamide, PEG-10 Dimethicone, PEG/PPG-18/18 Dimethicone, 1,2-Hexanediol, Isododecane, Magnesium Sulfate, Triethoxycaprylylsilane, Stearic Acid, Alumina, Potassium Sorbate, Aluminum Hydroxide, Disteardimonium Hectorite, Fragrance(Parfum), Adenosine, Trisodium Ethylenediamine Disuccinate, Polymethyl Methacrylate, Haematococcus Pluvialis Oil, Butylene Glycol, Glycerin, Dipropylene Glycol, Sodium Palmitoyl Proline, Cetearyl Dimethicone/Vinyl Dimethicone Crosspolymer, Hibiscus Sabdariffa Flower Extract, Astaxanthin, Rosa Rugosa Flower Extract, Pancratium Maritimum Extract, Nymphaea Alba Flower Extract, Propolis Extract",,,,,,True,,,,,,,,,
9717158773077.0,2025-06-15T03:00:51+02:00,FARMSTAY,Real Essence - Real Aloe Vera,P,2.9,,8809809800314,"Masque hydratant, nourrissant à l'Aloe Vera","Ces masques infusés d'essences nourrissantes offrent à votre peau une hydratation et une revitalisation en profondeur, selon ses besoins spécifiques.","Appliquez sur le visage propre, laissez agir pendant 10 à 15 minutes, puis retirez-le pour révéler une peau visiblement améliorée et revitalisée.",23 ml,"Water, Glycerin, Propylene Glycol, Sodium Hyaluronate, Propanediol, Phenoxyethanol, Polysorbate 20, Carbomer, Triethanolamine, Trehalose, Betaine, Allantoin, Xanthan Gum, Hydroxyethycellulose, Disodium EDTA, Fragrance, Aloe Barbadensis Leaf Extract(1,000ppm), Camellia Sinensis Leaf Extract, Hamamelis Virginiana (Witch Hazel) Extract, Centella Asiatica Extract, Chamomilla Recutita (Matricaria) Extract, Rosa Centifolia Flower Extract",5,,,,,True,,,,,,,,,
9717379203413.0,2025-06-15T03:04:49+02:00,ETUDE,Curlfix Mascara - 03 Gray Brown,M,16.9,,8809820695302,mascara waterproof pour des cils volumisés et courbés,mascara waterproof pour des cils volumisés et courbé.,"Appliquez le mascara des racines des cheveux jusqu'à la pointe.
Appliquez plusieurs couches jusqu'à obtenir l'effet souhaité.",8 gr,"Sododecane, Trimethylsiloxysilicate, Ceresin, Dextrin Palmitate/ethylhexanoate, Talc, Isobutyl Methacrylate/bis-hydroxypropyl Dimethicone Acrylate Copolymer, Microcrystalline Wax / Cera Microcristalina / Cire Microcristalline, Disteardimonium Hectorite, Iron Oxides (Ci 77499), Polypropylsilsesquioxane, Propyl Ene Carbonate, Hydrogenated Polyisobutene , Iron Oxides (Ci 77492), Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Triethoxycaprylylsilane, Aluminum Hydroxide, Bht",,,,True,,True,,,,,,,,,
9717164179797.0,2025-06-15T03:16:26+02:00,SKIN 1004,Quick calming pad,P,22.9,,8809576261387,Patch soin intense revitalisant pour apaiser et fortifier la peau sensible,"Le patch SKIN1004 Madagascar Centella Quick Calming Pad hydrate et apaise instantanément les peaux sensibles, offrant un confort et une fraîcheur immédiate à la peau.","Chaque fois que vous en avez envie ou que votre peau en a besoin, appliquez le tampon sur votre peau propre ou sur la partie problématique de votre peau. Laissez agir pendant 3 à 5 minutes.",70 pcs,"CENTELLA ASIATICA EXTRACT (49%), WATER, 1,2-HEXANEDIOL, BUTYLENE GLYCOL, PANTHENOL, XANTHAN GUM, SODIUM HYALURONATE, ETHYLHEXYLGLYCERIN, DISODIUM EDTA, CITRIC ACID",5,,True,,,True,,,,,,,,,
9717155987797.0,2025-06-15T03:24:58+02:00,TOCOBO,Coconut Clay Cleansing Foam,P,13.9,,8809835060034,Mousse nettoyante,"Le Tocobo Coconut Clay Cleansing Foam nettoie en profondeur et en douceur, éliminant sébum et impuretés, tout en hydratant et apaisant la peau grâce à l'argile rose et l'extrait de noix de coco.",Prendre une quantité modérée puis massez le produit sur l'ensemble du visage en le faisant mousser avec de l'eau. Rincez abondamment à l'eau tiède.,150 ml,"Eau Purifiée, Glycérine, Acide Palmique Hydrogéné, Hydroxyde dePotassium, Cocoate de Potassium, Calamine, Extrait d'Herbe Savonneuse, Bentonite, Glyceryl Stearate Late, Butylène Glycol, Polyquaternium-7, Acrylate/C10-30 Alkyl Acrylate Crosspolymer, Phytate de Sodium, Edetate, Benzoate de Sodium, Parfum, Rouge n°504 (CI 14700).
",2,,True,True,,,True,,,True,,,,,
9717166965077.0,2025-06-15T04:10:45+02:00,TIRTIR,Mask Fit Red Cushion - 13C Fair,M,29.9,,8809928134833,Fond de teint coussin combinant maquillage et soin de la peau,"Le TIRTIR Mask Fit Red Cushion est donc une excellente option pour celles qui recherchent un fond de teint qui allie maquillage impeccable et soins nourrissants, tout en offrant un fini naturel et lumineux.","Tapotez légèrement l’éponge dans le cushion pour prélever une petite quantité de produit.
Appliquez en tapotant sur votre visage, en commençant par le centre et en étendant vers l’extérieur.
Superposez les couches si vous avez besoin de plus de couvrance ou de camoufler certaines imperfections.",,"Water, Titanium Dioxide (CI 77891), Cyclopentasiloxane, Dimethicone, Trimethylsiloxysilicate, Propanediol, Diphenylsiloxy Phenyl Trimethicone, Niacinamide, PEG-10 Dimethicone, Isododecane, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, PEG/PPG-18/18 Dimethicone, 1,2-Hexanediol, Iron Oxides (CI 77492), Magnesium Sulfate, Octyldodecanol, Disteardimonium Hectorite, Iron Oxides (CI 77491), Aluminum Hydroxide, Stearic Acid, Polyhydroxystearic Acid, Triethoxycaprylylsilane, Alumina, Potassium Sorbate, Iron Oxides (CI 77499), Polyglyceryl-4 Isostearate, Fragrance(Parfum), Neopentyl Glycol Diethylhexanoate, Isopropyl Titanium Triisostearate, Adenosine, Trisodium Ethylenediamine Disuccinate, Polymethyl Methacrylate, Haematococcus Pluvialis Oil, Butylene Glycol, Glycerin, Dipropylene Glycol, Sodium Palmitoyl Proline, Cetearyl Dimethicone/Vinyl Dimethicone Crosspolymer, Hibiscus Sabdariffa Flower Extract, Astaxanthin, Rosa Rugosa Flower Extract, Pancratium Maritimum Extract, Nymphaea Alba Flower Extract, Propolis Extract",,,,,,True,,,,,,,,,
